Country,Region,Year,Gender,Population Density,Health Expenditure Govt,Health Expenditure Pvt,Health Expenditure Indv,Life Expectancy,Education Expenditure,Mean years in school,Average Income,Employment Rate,Income Inequality,Child Mortality Rate,Adult Mortality Rate,Suicides,Murders
Jordan,NEAR EAST,2008,Female,73.1,49.4,50.6,31.9,74.7,3.91,11.7,978.0,0.0,36.9,421.0,0.0,167.0,219.0
Kazakhstan,C.W. OF IND. STATES,2008,Female,5.93,54.5,45.5,24.6,72.2,2.73,12.0,1160.0,0.0,35.3,497.0,0.0,5740.0,2680.0
Kenya,SUB-SAHARAN AFRICA,2008,Female,68.8,43.4,56.6,33.5,62.0,5.76,8.23,900.0,0.0,54.1,508.0,0.0,1690.0,2990.0
Kiribati,OCEANIA,2008,Female,122.0,94.8,5.25,0.0804,68.2,6.1,9.82,559.0,0.0,37.0,424.0,0.0,23.1,3.37
Kuwait,NEAR EAST,2008,Female,149.0,80.2,19.8,19.7,74.8,3.19,11.3,1170.0,0.0,40.0,500.0,0.0,85.6,41.4
Lao,ASIA (EX. NEAR EAST),2008,Female,26.2,26.0,74.0,31.4,64.8,1.22,5.91,867.0,0.0,32.6,419.0,0.0,623.0,40.4
Latvia,BALTICS,2008,Female,34.9,52.8,47.2,37.3,77.2,4.61,11.7,766.0,0.0,45.0,405.0,0.0,624.0,213.0
Lebanon,NEAR EAST,2008,Female,402.0,40.6,59.4,44.9,79.9,1.68,10.5,1100.0,0.0,47.5,448.0,0.0,109.0,135.0
Lesotho,SUB-SAHARAN AFRICA,2008,Female,65.9,58.4,41.6,22.6,50.4,9.73,9.34,397.0,0.0,56.0,407.0,0.0,494.0,671.0
Liberia,SUB-SAHARAN AFRICA,2008,Female,38.0,22.8,77.2,57.1,59.0,3.66,4.24,799.0,0.0,36.5,429.0,0.0,287.0,92.3
Libya,NORTHERN AFRICA,2008,Female,3.44,63.5,36.5,32.3,74.3,2.14,6.61,1050.0,0.0,40.0,405.0,0.0,261.0,120.0
Lithuania,BALTICS,2008,Female,51.3,76.0,24.0,28.2,78.0,4.55,11.2,1300.0,0.0,44.6,459.0,0.0,1470.0,328.0
Luxembourg,WESTERN EUROPE,2008,Female,187.0,84.2,15.8,10.1,82.3,4.69,11.6,1460.0,0.0,33.8,357.0,0.0,59.9,5.65
Madagascar,SUB-SAHARAN AFRICA,2008,Female,34.4,64.1,35.9,38.9,63.9,2.64,5.31,574.0,0.0,38.8,437.0,0.0,1070.0,417.0
Malawi,SUB-SAHARAN AFRICA,2008,Female,151.0,72.1,27.9,10.4,56.0,3.94,5.34,351.0,0.0,44.8,440.0,0.0,850.0,428.0
Malaysia,ASIA (EX. NEAR EAST),2008,Female,82.5,61.7,38.3,35.7,76.3,4.06,11.6,999.0,0.0,20.0,436.0,0.0,1870.0,629.0
Maldives,ASIA (EX. NEAR EAST),2008,Female,1150.0,52.2,47.8,33.1,76.9,5.93,7.9,845.0,0.0,41.3,446.0,0.0,10.5,3.17
Mali,SUB-SAHARAN AFRICA,2008,Female,11.6,44.1,55.9,66.7,54.8,3.35,1.96,604.0,0.0,49.2,494.0,0.0,411.0,333.0
Malta,WESTERN EUROPE,2008,Female,1290.0,70.0,30.0,33.0,81.2,5.52,10.2,783.0,0.0,28.0,445.0,0.0,24.1,5.57
Marshall Islands,OCEANIA,2008,Female,290.0,83.2,16.8,10.2,0.0,6.51,9.19,545.0,0.0,40.0,134.0,0.0,10.3,3.88
Mauritania,SUB-SAHARAN AFRICA,2008,Female,3.31,63.5,36.5,62.5,63.0,2.75,4.76,529.0,0.0,40.3,417.0,0.0,99.1,68.3
Mauritius,SUB-SAHARAN AFRICA,2008,Female,610.0,54.2,45.8,61.8,76.5,3.12,10.2,942.0,0.0,38.6,428.0,0.0,119.0,38.7
Mexico,LATIN AMER. & CARIB,2008,Female,58.5,44.2,55.8,45.6,78.2,4.78,10.1,1380.0,0.0,36.1,487.0,0.0,5940.0,17100.0
"Micronesia, Fed. Sts.",OCEANIA,2008,Female,149.0,94.9,5.1,4.13,69.2,23.6,12.9,523.0,0.0,42.4,400.0,0.0,18.0,6.43
Moldova,C.W. OF IND. STATES,2008,Female,125.0,47.6,52.4,48.4,72.6,6.53,12.3,623.0,0.0,43.4,384.0,0.0,821.0,346.0
Monaco,WESTERN EUROPE,2008,Female,24100.0,88.1,11.9,6.41,0.0,1.27,0.0,1990.0,0.0,40.0,9.7,0.0,0.0,0.0
Mongolia,ASIA (EX. NEAR EAST),2008,Female,1.69,79.3,20.7,24.6,70.6,4.29,9.84,594.0,0.0,32.0,420.0,0.0,593.0,293.0
Morocco,NORTHERN AFRICA,2008,Female,70.8,26.6,73.4,55.7,74.5,5.2,5.12,716.0,0.0,55.5,403.0,0.0,1760.0,376.0
Mozambique,SUB-SAHARAN AFRICA,2008,Female,29.1,72.8,27.2,10.6,55.2,4.35,4.07,394.0,0.0,52.1,440.0,0.0,1450.0,1670.0
Namibia,SUB-SAHARAN AFRICA,2008,Female,2.56,57.1,42.9,5.94,57.4,7.9,8.79,542.0,0.0,51.4,412.0,0.0,232.0,386.0
Nauru,OCEANIA,2008,Female,497.0,74.9,25.1,2.19,0.0,0.0,0.0,555.0,0.0,40.0,71.1,0.0,0.0,0.0
Nepal,ASIA (EX. NEAR EAST),2008,Female,185.0,26.5,73.5,61.6,68.4,3.41,4.94,655.0,0.0,25.8,407.0,0.0,2980.0,612.0
Netherlands,WESTERN EUROPE,2008,Female,491.0,61.2,30.8,10.7,82.3,4.48,13.1,3780.0,0.0,51.9,324.0,0.0,1840.0,172.0
New Zealand,OCEANIA,2008,Female,16.2,78.3,21.7,13.2,82.4,5.61,14.1,660.0,0.0,38.2,391.0,0.0,529.0,61.7
Nicaragua,LATIN AMER. & CARIB,2008,Female,46.5,56.6,43.4,44.4,76.1,3.64,8.25,976.0,0.0,39.4,509.0,0.0,412.0,597.0
Niger,SUB-SAHARAN AFRICA,2008,Female,12.0,46.4,53.6,52.8,56.1,3.36,1.67,447.0,0.0,34.9,433.0,0.0,537.0,349.0
Nigeria,SUB-SAHARAN AFRICA,2008,Female,165.0,22.4,77.6,72.5,50.6,0.85,7.15,878.0,0.0,53.5,438.0,0.0,5470.0,1050.0
North Korea,ASIA (EX. NEAR EAST),2008,Female,202.0,0.0,0.0,0.0,72.2,0.0,11.9,569.0,0.0,37.0,500.0,0.0,3050.0,730.0
Norway,WESTERN EUROPE,2008,Female,13.1,83.7,16.2,15.7,82.9,5.79,13.5,1310.0,0.0,35.1,326.0,0.0,573.0,41.4
Oman,NEAR EAST,2008,Female,8.91,82.9,17.1,12.4,77.6,4.43,8.68,918.0,0.0,40.0,414.0,0.0,70.3,13.6
Pakistan,ASIA (EX. NEAR EAST),2008,Female,212.0,23.3,76.7,73.1,65.5,2.02,4.71,1020.0,0.0,24.5,502.0,0.0,6740.0,8620.0
Palau,OCEANIA,2008,Female,44.0,83.8,16.2,17.4,0.0,0.0,0.0,841.0,0.0,40.0,41.6,0.0,0.0,0.0
Panama,LATIN AMER. & CARIB,2008,Female,47.3,66.4,33.6,28.2,79.5,2.9,11.3,849.0,0.0,40.1,406.0,0.0,224.0,535.0
Papua New Guinea,OCEANIA,2008,Female,15.0,79.0,21.0,8.7,66.7,6.9,6.45,548.0,0.0,28.4,424.0,0.0,919.0,507.0
Paraguay,LATIN AMER. & CARIB,2008,Female,15.2,33.1,66.9,52.4,74.0,3.6,9.34,837.0,0.0,40.8,374.0,0.0,331.0,827.0
Peru,LATIN AMER. & CARIB,2008,Female,22.4,58.7,41.3,44.1,76.0,2.57,10.5,1210.0,0.0,53.0,372.0,0.0,937.0,1010.0
Philippines,ASIA (EX. NEAR EAST),2008,Female,304.0,40.2,59.8,57.4,71.5,1.88,10.5,964.0,0.0,28.5,432.0,0.0,4650.0,13200.0
Poland,EASTERN EUROPE,2008,Female,125.0,69.9,30.1,24.4,80.0,4.84,12.7,1290.0,0.0,29.5,369.0,0.0,7660.0,927.0
Portugal,WESTERN EUROPE,2008,Female,116.0,68.0,32.0,25.8,82.6,4.76,10.1,1690.0,0.0,58.0,373.0,0.0,1410.0,182.0
Qatar,NEAR EAST,2008,Female,120.0,82.1,17.9,18.8,78.7,1.8,10.3,1170.0,0.0,40.0,433.0,0.0,89.0,17.1
Romania,EASTERN EUROPE,2008,Female,90.5,84.8,15.2,18.2,77.0,3.59,11.8,817.0,0.0,40.5,372.0,0.0,2730.0,593.0
Russia,C.W. OF IND. STATES,2008,Female,8.74,58.8,41.2,31.5,73.9,3.55,12.6,1460.0,0.0,52.7,419.0,0.0,60800.0,32500.0
Rwanda,SUB-SAHARAN AFRICA,2008,Female,394.0,52.7,47.3,15.1,62.1,3.38,4.98,440.0,0.0,42.5,420.0,0.0,619.0,422.0
Samoa,OCEANIA,2008,Female,64.9,79.6,20.4,14.2,75.6,4.24,13.4,1400.0,0.0,42.1,416.0,0.0,20.8,7.71
San Marino,WESTERN EUROPE,2008,Female,506.0,85.8,14.3,19.5,0.0,3.55,0.0,1450.0,0.0,40.0,15.3,0.0,0.0,0.0
Sao Tome and Principe,SUB-SAHARAN AFRICA,2008,Female,174.0,51.1,48.9,25.3,67.4,4.99,6.17,877.0,0.0,32.1,416.0,0.0,2.85,8.2
Saudi Arabia,NEAR EAST,2008,Female,12.1,72.0,28.0,19.4,74.9,7.19,9.83,856.0,0.0,40.0,416.0,0.0,795.0,105.0
Senegal,SUB-SAHARAN AFRICA,2008,Female,63.4,38.7,61.3,42.7,64.2,4.8,3.47,498.0,0.0,53.8,512.0,0.0,802.0,163.0
Serbia,EASTERN EUROPE,2008,Female,104.0,70.9,29.1,35.1,76.3,4.65,10.5,1360.0,0.0,33.7,374.0,0.0,1830.0,283.0
Seychelles,SUB-SAHARAN AFRICA,2008,Female,197.0,89.9,10.1,6.39,77.3,3.9,10.2,847.0,0.0,41.3,381.0,0.0,8.04,6.83
Sierra Leone,SUB-SAHARAN AFRICA,2008,Female,85.4,29.1,70.9,75.5,47.2,2.19,3.72,736.0,0.0,41.2,514.0,0.0,267.0,85.4
Singapore,ASIA (EX. NEAR EAST),2008,Female,6930.0,35.7,64.3,46.5,83.7,2.59,13.1,1020.0,0.0,47.0,456.0,0.0,399.0,22.0
Slovenia,EASTERN EUROPE,2008,Female,101.0,71.9,28.1,12.6,82.1,4.76,11.7,1410.0,0.0,21.9,361.0,0.0,501.0,28.1
Solomon Islands,OCEANIA,2008,Female,18.0,92.0,8.03,4.23,69.1,7.6,7.96,364.0,0.0,46.1,505.0,0.0,81.2,30.9
Somalia,SUB-SAHARAN AFRICA,2008,Female,18.1,44.6,55.4,0.0,54.9,0.991,2.03,705.0,0.0,50.9,452.0,0.0,420.0,677.0
South Africa,SUB-SAHARAN AFRICA,2008,Female,41.6,39.5,60.5,10.1,56.4,4.87,10.5,1480.0,0.0,35.2,398.0,0.0,8020.0,21600.0
South Korea,ASIA (EX. NEAR EAST),2008,Female,506.0,52.4,47.6,37.8,82.9,4.0,13.5,566.0,0.0,32.0,503.0,0.0,14900.0,968.0
South Sudan,SUB-SAHARAN AFRICA,2008,Female,15.2,0.0,0.0,0.0,53.6,1.15,1.44,509.0,0.0,45.0,490.0,0.0,307.0,521.0
Spain,WESTERN EUROPE,2008,Female,92.2,70.3,29.8,21.0,84.4,4.1,12.4,1520.0,0.0,32.3,451.0,0.0,3850.0,413.0
Sri Lanka,ASIA (EX. NEAR EAST),2008,Female,318.0,43.3,56.8,50.6,77.8,1.82,11.1,900.0,0.0,37.2,410.0,0.0,5220.0,1110.0
Suriname,LATIN AMER. & CARIB,2008,Female,3.3,50.7,49.3,21.5,73.2,3.44,8.92,1640.0,0.0,45.6,406.0,0.0,123.0,47.0
Swaziland,SUB-SAHARAN AFRICA,2008,Female,67.4,65.0,35.0,0.0,51.0,0.0,8.82,491.0,0.0,60.5,414.0,0.0,175.0,225.0
Sweden,WESTERN EUROPE,2008,Female,22.5,82.0,18.0,16.9,83.1,5.85,14.1,1450.0,0.0,39.5,270.0,0.0,1400.0,111.0
Switzerland,WESTERN EUROPE,2008,Female,193.0,58.4,41.6,29.1,84.2,4.82,10.7,2710.0,0.0,38.6,345.0,0.0,1400.0,68.9
Syria,NEAR EAST,2008,Female,111.0,48.3,51.8,53.0,77.0,2.6,7.96,1080.0,0.0,46.5,429.0,0.0,381.0,445.0
Tajikistan,C.W. OF IND. STATES,2008,Female,52.2,20.4,79.6,68.6,72.1,3.43,10.2,560.0,0.0,36.4,367.0,0.0,346.0,197.0
Tanzania,SUB-SAHARAN AFRICA,2008,Female,48.8,49.5,50.5,32.9,60.6,3.89,6.57,563.0,0.0,27.9,415.0,0.0,2310.0,3440.0
Thailand,ASIA (EX. NEAR EAST),2008,Female,130.0,63.8,36.2,14.7,76.8,3.64,10.3,933.0,0.0,46.1,438.0,0.0,8520.0,5160.0
Togo,SUB-SAHARAN AFRICA,2008,Female,113.0,24.4,75.5,61.9,56.8,3.76,5.09,684.0,0.0,43.6,427.0,0.0,510.0,207.0
Tonga,OCEANIA,2008,Female,143.0,83.2,16.9,9.83,74.8,2.93,10.7,664.0,0.0,37.7,387.0,0.0,6.8,2.89
Trinidad and Tobago,LATIN AMER. & CARIB,2008,Female,256.0,48.9,51.1,46.7,73.1,2.87,13.0,1230.0,0.0,45.5,406.0,0.0,178.0,333.0
Tunisia,NORTHERN AFRICA,2008,Female,67.0,52.7,47.3,42.8,77.0,5.99,9.12,717.0,0.0,74.2,460.0,0.0,406.0,109.0
Turkey,NEAR EAST,2008,Female,91.5,71.9,28.1,19.2,77.0,3.06,8.54,1220.0,0.0,54.5,380.0,0.0,2170.0,1580.0
Turkmenistan,C.W. OF IND. STATES,2008,Female,10.5,71.4,28.6,78.5,69.7,2.32,12.6,962.0,0.0,35.0,493.0,0.0,521.0,267.0
Tuvalu,OCEANIA,2008,Female,345.0,99.9,0.1,1.19,0.0,0.0,0.0,720.0,0.0,39.1,83.4,0.0,0.0,0.0
Uganda,SUB-SAHARAN AFRICA,2008,Female,158.0,29.2,70.8,39.3,57.2,3.0,6.25,465.0,0.0,43.6,511.0,0.0,3020.0,2020.0
Ukraine,C.W. OF IND. STATES,2008,Female,79.7,58.3,41.7,37.8,74.1,5.95,12.5,779.0,0.0,40.0,361.0,0.0,14700.0,5460.0
United Arab Emirates,NEAR EAST,2008,Female,82.5,63.2,36.8,25.1,77.4,0.0,11.8,1060.0,0.0,40.0,434.0,0.0,312.0,94.9
United Kingdom,WESTERN EUROPE,2008,Female,257.0,80.0,20.0,9.45,81.9,4.81,13.6,3350.0,0.0,58.8,314.0,0.0,5590.0,462.0
United States,NORTHERN AMERICA,2008,Female,33.2,43.6,56.4,13.1,80.7,4.71,12.9,2250.0,0.0,52.0,329.0,0.0,41000.0,18100.0
Uruguay,LATIN AMER. & CARIB,2008,Female,19.1,68.0,32.0,23.0,79.8,3.39,10.6,1760.0,0.0,54.7,406.0,0.0,611.0,158.0
Uzbekistan,C.W. OF IND. STATES,2008,Female,65.2,45.4,54.6,49.2,72.4,9.37,11.4,504.0,0.0,33.9,381.0,0.0,3050.0,981.0
Vanuatu,OCEANIA,2008,Female,18.5,75.1,24.9,8.97,72.2,5.65,8.4,587.0,0.0,37.6,385.0,0.0,35.2,3.15
Venezuela,LATIN AMER. & CARIB,2008,Female,31.9,38.1,61.9,42.6,77.8,5.01,10.7,683.0,0.0,62.8,415.0,0.0,2640.0,11400.0
Vietnam,ASIA (EX. NEAR EAST),2008,Female,280.0,32.1,67.9,37.2,79.7,4.04,9.05,863.0,0.0,34.2,417.0,0.0,7340.0,1840.0
Yemen,NEAR EAST,2008,Female,42.3,45.8,54.2,68.6,64.3,3.6,2.97,920.0,0.0,50.1,540.0,0.0,1030.0,706.0
Zambia,SUB-SAHARAN AFRICA,2008,Female,17.6,61.6,38.4,35.1,55.5,1.06,6.92,691.0,0.0,54.5,410.0,0.0,1120.0,1280.0
Zimbabwe,SUB-SAHARAN AFRICA,2008,Female,35.0,38.4,61.6,36.5,50.4,2.74,9.61,887.0,0.0,27.5,396.0,0.0,1980.0,1360.0
Afghanistan,ASIA (EX. NEAR EAST),2009,Male,42.9,7.81,92.2,72.8,59.6,2.78,4.63,604.0,81.6,30.5,471.0,492.0,1750.0,4990.0
Albania,EASTERN EUROPE,2009,Male,108.0,39.7,60.3,42.6,74.0,3.09,10.3,669.0,56.4,38.9,375.0,143.0,201.0,67.5
Algeria,NORTHERN AFRICA,2009,Male,14.9,71.1,28.9,27.4,73.2,4.47,8.57,733.0,63.8,56.3,460.0,282.0,1270.0,445.0
Andorra,WESTERN EUROPE,2009,Male,180.0,69.2,30.8,46.6,0.0,3.14,14.3,1240.0,0.0,40.0,12.9,0.0,7.67,0.53
Angola,SUB-SAHARAN AFRICA,2009,Male,18.1,76.0,24.0,15.5,54.6,3.31,5.43,668.0,71.3,57.1,486.0,483.0,1080.0,958.0
Antigua and Barbuda,LATIN AMER. & CARIB,2009,Male,213.0,63.4,36.6,23.4,72.8,2.25,12.8,759.0,0.0,40.0,406.0,225.0,2.02,5.23
Argentina,LATIN AMER. & CARIB,2009,Male,14.9,52.3,47.7,22.5,71.6,4.81,11.0,1510.0,68.8,47.5,402.0,226.0,4640.0,2330.0
Armenia,C.W. OF IND. STATES,2009,Male,101.0,25.4,74.6,54.7,69.7,2.8,10.8,515.0,55.7,31.5,362.0,179.0,225.0,132.0
Australia,OCEANIA,2009,Male,2.83,66.7,33.3,19.1,79.5,4.8,14.0,849.0,68.2,38.7,391.0,170.0,2600.0,309.0
Austria,WESTERN EUROPE,2009,Male,102.0,75.7,24.3,18.1,77.6,5.55,11.2,1990.0,63.4,33.3,307.0,200.0,1470.0,74.7
Azerbaijan,C.W. OF IND. STATES,2009,Male,108.0,13.0,87.0,74.4,67.5,3.42,11.5,778.0,62.9,70.5,369.0,221.0,398.0,340.0
Bahamas,LATIN AMER. & CARIB,2009,Male,35.5,47.2,52.8,28.3,71.5,3.84,11.9,1450.0,70.0,40.0,399.0,269.0,11.1,79.5
Bahrain,NEAR EAST,2009,Male,1560.0,67.2,32.8,28.3,75.1,2.65,9.55,1330.0,86.4,40.0,440.0,170.0,89.3,22.9
Bangladesh,ASIA (EX. NEAR EAST),2009,Male,1160.0,38.8,61.2,67.2,68.7,1.59,6.37,875.0,80.7,28.0,508.0,220.0,12000.0,4370.0
Barbados,LATIN AMER. & CARIB,2009,Male,648.0,64.5,35.5,36.3,72.4,5.6,10.3,916.0,66.4,40.0,502.0,218.0,14.9,28.9
Belarus,C.W. OF IND. STATES,2009,Male,46.8,74.7,25.3,30.9,64.5,4.4,11.7,614.0,68.4,55.6,366.0,277.0,3550.0,942.0
Belgium,WESTERN EUROPE,2009,Male,359.0,76.0,24.0,17.6,77.2,6.25,12.4,2420.0,55.7,41.6,320.0,175.0,2310.0,165.0
Belize,LATIN AMER. & CARIB,2009,Male,13.8,57.3,42.7,26.7,67.0,6.24,9.02,580.0,76.8,60.3,408.0,174.0,20.3,65.1
Benin,SUB-SAHARAN AFRICA,2009,Male,79.3,47.7,52.3,46.1,57.6,4.3,5.8,598.0,73.0,40.7,430.0,411.0,672.0,260.0
Bhutan,ASIA (EX. NEAR EAST),2009,Male,18.7,72.5,27.5,16.6,67.1,4.02,6.74,631.0,73.6,40.9,456.0,462.0,43.9,10.3
Bolivia,LATIN AMER. & CARIB,2009,Male,9.01,62.6,37.4,28.8,63.6,7.37,10.0,856.0,79.9,39.2,405.0,370.0,628.0,616.0
Bosnia and Herzegovina,EASTERN EUROPE,2009,Male,73.5,57.2,42.8,30.6,73.1,0.0,10.1,670.0,46.2,30.0,379.0,202.0,304.0,123.0
Botswana,SUB-SAHARAN AFRICA,2009,Male,3.49,76.6,23.4,4.73,56.0,9.48,7.57,398.0,61.1,47.0,397.0,295.0,319.0,300.0
Brazil,LATIN AMER. & CARIB,2009,Male,23.3,47.0,53.0,31.0,69.8,5.4,7.42,1110.0,73.7,37.8,417.0,288.0,12500.0,57000.0
Brunei,ASIA (EX. NEAR EAST),2009,Male,72.8,83.7,16.3,9.5,75.1,2.19,14.6,1520.0,72.4,40.0,455.0,185.0,16.6,4.92
Bulgaria,EASTERN EUROPE,2009,Male,68.7,60.7,39.2,44.4,70.0,4.22,10.7,1090.0,56.8,38.9,361.0,191.0,1160.0,232.0
Burkina Faso,SUB-SAHARAN AFRICA,2009,Male,55.3,53.7,46.3,31.4,55.7,3.15,3.26,481.0,80.2,38.1,455.0,395.0,865.0,137.0
Burundi,SUB-SAHARAN AFRICA,2009,Male,331.0,35.9,64.1,31.6,52.6,5.46,4.89,425.0,76.9,35.1,424.0,408.0,695.0,88.7
Cambodia,ASIA (EX. NEAR EAST),2009,Male,79.8,28.7,71.3,50.5,63.7,1.74,6.72,906.0,88.7,42.0,380.0,736.0,809.0,584.0
Cameroon,SUB-SAHARAN AFRICA,2009,Male,41.1,23.9,76.1,74.4,53.9,2.84,7.92,628.0,79.0,41.8,460.0,370.0,1760.0,714.0
Canada,NORTHERN AMERICA,2009,Male,3.72,70.2,29.8,15.0,78.8,4.58,13.7,1470.0,64.9,44.6,333.0,171.0,4330.0,552.0
Cape Verde,SUB-SAHARAN AFRICA,2009,Male,123.0,77.9,22.1,24.2,70.0,4.72,7.35,531.0,65.7,52.5,395.0,278.0,74.8,71.9
Central African Republic,SUB-SAHARAN AFRICA,2009,Male,7.07,38.0,62.0,39.9,45.4,1.23,6.05,425.0,74.6,57.6,444.0,400.0,388.0,281.0
Chad,SUB-SAHARAN AFRICA,2009,Male,9.13,35.6,64.4,65.0,48.8,1.58,4.46,419.0,75.6,28.2,432.0,428.0,557.0,328.0
Chile,LATIN AMER. & CARIB,2009,Male,22.6,39.9,60.1,34.6,75.5,4.23,11.9,1030.0,66.6,48.6,417.0,249.0,2120.0,782.0
China,ASIA (EX. NEAR EAST),2009,Male,144.0,38.0,62.0,43.5,73.6,1.79,10.4,985.0,74.6,37.0,417.0,174.0,156000.0,24900.0
Colombia,LATIN AMER. & CARIB,2009,Male,40.9,70.6,29.4,20.5,69.5,3.92,9.26,965.0,74.7,59.1,417.0,251.0,2960.0,18600.0
Comoros,SUB-SAHARAN AFRICA,2009,Male,362.0,60.4,39.6,81.4,59.9,4.06,6.58,709.0,47.7,34.1,416.0,401.0,30.9,46.5
"Congo, Dem. Rep.",SUB-SAHARAN AFRICA,2009,Male,27.5,21.8,78.2,45.4,54.9,1.47,6.99,522.0,71.4,40.4,423.0,414.0,3480.0,2440.0
"Congo, Rep.",SUB-SAHARAN AFRICA,2009,Male,12.5,53.8,46.2,50.4,58.1,2.52,8.18,605.0,60.7,56.4,409.0,319.0,251.0,184.0
Costa Rica,LATIN AMER. & CARIB,2009,Male,87.9,72.1,27.9,26.4,76.2,6.2,9.13,777.0,72.7,42.1,441.0,164.0,320.0,352.0
Cote d'Ivoire,SUB-SAHARAN AFRICA,2009,Male,62.7,25.4,74.6,59.2,49.0,4.19,5.89,873.0,71.4,40.3,428.0,378.0,1630.0,408.0
Croatia,EASTERN EUROPE,2009,Male,77.6,81.1,18.9,13.7,72.9,4.15,9.66,1320.0,55.6,16.3,367.0,247.0,882.0,76.7
Cuba,LATIN AMER. & CARIB,2009,Male,106.0,90.3,9.75,8.1,76.8,13.3,11.8,1060.0,68.2,40.0,384.0,150.0,1650.0,614.0
Cyprus,NEAR EAST,2009,Male,119.0,43.8,56.2,49.9,77.1,6.67,12.7,856.0,67.0,30.1,339.0,125.0,46.5,17.8
Czech Republic,EASTERN EUROPE,2009,Male,136.0,89.2,10.8,15.1,74.2,3.97,11.9,1920.0,64.2,22.9,380.0,218.0,1700.0,165.0
Denmark,WESTERN EUROPE,2009,Male,130.0,84.3,15.7,13.7,76.9,7.96,12.2,2080.0,65.5,37.2,359.0,167.0,776.0,58.0
Djibouti,SUB-SAHARAN AFRICA,2009,Male,36.1,61.7,38.3,30.2,58.4,7.43,8.36,796.0,67.5,36.5,445.0,344.0,33.5,65.4
Dominica,LATIN AMER. & CARIB,2009,Male,95.0,65.1,34.9,39.1,0.0,5.0,11.5,665.0,0.0,40.0,139.0,154.0,2.8,6.33
Dominican Republic,LATIN AMER. & CARIB,2009,Male,202.0,28.7,71.3,42.8,69.5,1.87,8.89,669.0,75.2,39.9,445.0,241.0,507.0,1320.0
Ecuador,LATIN AMER. & CARIB,2009,Male,59.2,23.0,77.0,50.9,72.1,3.61,9.43,530.0,78.1,41.9,406.0,231.0,1230.0,2520.0
Egypt,NORTHERN AFRICA,2009,Male,82.8,40.5,59.5,60.4,68.0,4.41,9.84,793.0,71.3,34.0,405.0,250.0,2750.0,606.0
El Salvador,LATIN AMER. & CARIB,2009,Male,296.0,49.3,50.7,34.7,66.9,3.63,8.5,977.0,72.2,41.2,462.0,395.0,577.0,3690.0
Equatorial Guinea,SUB-SAHARAN AFRICA,2009,Male,32.4,57.3,42.8,61.4,54.3,1.0,7.51,364.0,57.4,40.0,447.0,446.0,41.5,28.7
Eritrea,SUB-SAHARAN AFRICA,2009,Male,42.7,46.2,53.8,43.7,59.6,1.72,6.18,533.0,80.8,40.0,441.0,426.0,287.0,371.0
Estonia,BALTICS,2009,Male,31.5,66.8,33.2,20.3,69.5,5.21,9.73,958.0,56.8,47.8,362.0,310.0,307.0,98.9
Ethiopia,SUB-SAHARAN AFRICA,2009,Male,85.4,57.2,42.8,38.4,59.0,3.14,5.89,524.0,87.6,47.7,448.0,439.0,5780.0,8410.0
Fiji,OCEANIA,2009,Male,46.6,80.7,19.3,24.6,66.3,4.87,11.1,787.0,68.2,35.3,499.0,269.0,96.0,42.1
Finland,WESTERN EUROPE,2009,Male,17.6,75.0,25.0,19.4,76.6,6.01,11.7,1290.0,58.4,47.1,359.0,216.0,1120.0,111.0
France,WESTERN EUROPE,2009,Male,114.0,78.8,21.2,10.1,77.8,5.12,11.8,1870.0,56.7,73.2,312.0,198.0,12900.0,668.0
Gabon,SUB-SAHARAN AFRICA,2009,Male,6.16,45.7,54.3,50.6,61.5,3.06,8.89,391.0,49.8,46.3,436.0,334.0,118.0,77.8
Gambia,SUB-SAHARAN AFRICA,2009,Male,162.0,57.8,42.2,21.1,58.1,1.99,6.15,822.0,64.1,39.6,460.0,416.0,54.8,21.3
Georgia,C.W. OF IND. STATES,2009,Male,61.7,15.3,84.7,68.9,68.5,2.05,12.2,544.0,61.2,26.9,381.0,226.0,300.0,168.0
Germany,WESTERN EUROPE,2009,Male,232.0,76.7,23.3,13.8,77.3,4.65,11.9,1860.0,61.2,50.7,340.0,158.0,12000.0,745.0
Ghana,SUB-SAHARAN AFRICA,2009,Male,105.0,61.9,38.1,34.2,59.7,4.77,7.8,706.0,74.9,46.9,471.0,354.0,1190.0,959.0
Greece,WESTERN EUROPE,2009,Male,88.8,59.1,40.9,29.3,77.5,3.1,12.2,1410.0,60.2,51.6,361.0,162.0,475.0,131.0
Grenada,LATIN AMER. & CARIB,2009,Male,307.0,46.9,53.1,51.8,70.0,3.75,10.3,961.0,0.0,40.0,411.0,255.0,7.19,7.39
Guatemala,LATIN AMER. & CARIB,2009,Male,134.0,34.3,65.8,57.8,67.9,2.88,7.11,859.0,84.2,37.4,503.0,330.0,1080.0,5870.0
Guinea,SUB-SAHARAN AFRICA,2009,Male,43.0,16.9,83.1,66.7,55.4,3.37,5.02,451.0,63.1,34.4,448.0,445.0,540.0,308.0
Guinea-Bissau,SUB-SAHARAN AFRICA,2009,Male,54.0,15.7,84.3,43.3,53.2,1.46,4.33,779.0,73.7,49.5,417.0,408.0,115.0,108.0
Guyana,LATIN AMER. & CARIB,2009,Male,3.79,73.3,26.7,40.5,63.6,3.14,9.73,1220.0,69.2,39.5,429.0,299.0,225.0,146.0
